entity1,text,label
CelestialBody,What mascot of the Galatasaray Handball Team is also the team name of Cristo Rey Jesuit high School ,0
University,Where was Picassos Last Words recorded ,0
Department,List the doctoral students of Harry Harlow ,0
Zoo,Whats the border of Japan whose language official is Buryat,0
Department,What short film did Jim Henson write,0
Location,Which island nation has the largest real gross domestic product growth rate,1
Family,What is the common party of Chandra Shekhar and Govinda  ,0
Place,The 3rd African Movie Academy Awards was succeeded by which TV presenter,1
Architect,Where is the school which is the rival of Somerset Berkley Regional High,0
Biomolecule,Tell me the silent film for which D W Griffith was a production designer and contains the word birth in its name,0
TopicalConcept,In which countries have the Start  Flug aircrafts originated,1
AmericanFootballTeam,Which is the populated place in the Netherlands which shares border with Rotterdam,1
Election,Who are the opponents of Gervase Helwys,0
Settlement,Which is the origin of the watercourse of Aconcagua,1
Settlement,What railway company operates the Gotthard Base Tunnel,1
Department,Tell me ensemble whose name has the word uppenbarelsekyrkan in it,0
Family,Which taxon has the highest chromosome count,0
PopulatedPlace,What town is the birthplace of Joseph Greenberg,1
Work,Where is the tributary of the Baspa River,1
Agent,Who is the  human for member of political party of Social Democratic Party of Germany,1
Person,What is Jacinda Ardern president of,1
GivenName,Which is the voice type of Paul McCartney,1
CelestialBody,Which metropolis did Aung San Suu Kyi live in,0
AcademicJournal,Which television shows has sound format as 51 surround,0
Person,Tell me book of the bible whose name has the word song in it,1
Family,What is the daughter of Leopold II Holy Roman Emperor whose sister is Maria Anna dAsburgoLorena,0
Event,Name a movie written by Akira Kurosawa,1
Lymph,What award did Princess Mononoke receive at the Animation Kobe Theatrical Film Awards,0
Agent,What is the platform for Amstrad CPC,1
City,Who is the nominee for Eternal Sunshine of the Spotless Mind which has been nominated for an Academy Award for Best Writing Original Screenplay,1
Person,Who formed the Rammstein brand,1
Agent,What is the  Commonwealth realm  of Australian history for the history of topic,1
Person,which freedom starts with d,1
Settlement,Which country was Eldar Ryazanov born in as he was born in Samara,1
PoliticalParty,Who is the american football player whose highschool is Ringgold High School Pennsylvania,0
Place,Who is thefilm for characters of Wyatt Earp,1
Location,Who replaces eodoro Obiang Nguema Mbasogo for the position of the chairperson of the African Union,1
Place,What arew the administrative territorial entity of Russia that contains the word tomsk in their name,1
PopulatedPlace,Montevideo is the capital of what state,1
Activity,In which city is Route nationale 16 located,0
Place,What is orbited by of star of Messier 4 ,1
Family,Tell me London borough whose name has the word london in it,0
Place,Who is the organizer of FIFA World Cup,1
Currency,What is the fish with the highest biting force whose red skin is rough,0
Family,For what work did Isaac Asimov receive the Nebula Award for Best Novel,0
Family,What is the label of Next Thing ,0
Agent,Which soccer players are currently playing for NYC FC,1
Organisation,List all the settlements which has a part named SeguinTexas ,1
Location,Which teams players have played in the national hockey league,1
RecordLabel,Tell me firstclass city whose name has the word milwaukee in it,0
Place,What is the appliance build jointly by Sony and Asus,1
Location,What is written by of Symphony No 5 which has master of Eduard Marxsen ,1
Department,What writers have nationality as Statelessness  ,0
Currency,Who replaced Isabel Martinez de Peron as the President of Argentina,0
Weapon,Who has sons of son of of Fu Xi ,0
SkiResort,Was Constantin Stanislavski born in Moscow,0
Location,What is the county seat of the district through which the Beckler River flows,1
HollywoodCartoon,Who is the son of Piero the Unfortunate,0
MusicFestival,Which is the Avion that has home venue the XL Center and contains the word boston in its name,1
Biomolecule,Who is the viceroy of Tasmania,1
Location,What what is citystate highest judical authority by HCC and also which starts with letter h,1
RecordLabel,where are the sister stations of CFRB broadcasted,0
Place,Which papers were created by The Steerage,1
Library,What university did the children of Paul Ernest attend,0
MusicalWork,What was the name of Antonio Gadess wife,1
Organisation,What is the county seat of the county which has an Evergreen High School,1
Company,Which is the chemical substance which starts with the letter z,1
HistoricalSettlement,Which driver had the pole position in 1994 Spanish Grand Prix ,0
Agent,Where does Shirley Chisholm work that is bordered by Arlington County,1
TopicalConcept,who is brother for children of Eleanor of Aquitaine ,0
CelestialBody,Who is born in of George Santayana where the partner city is in San Juan,0
SocietalEvent,Where did the fashion designer study who died at the Stony Brook University Hospital,1
EducationalInstitution,Which dependency of Norway with a weather station as a capital has the longest coastline ,1
Venue,What award did Peter Jackson receive for his work The Lord of the Rings The Return of the King,1
Person,Name the notable commanders of Army Group Oberrhein ,1
University,Which is place of activity of Eleftherios Venizelos that has twin cities is Prague ,0
Location,Who is the scientist whose doctoral student is Erich Bagge,1
Agent,Which borough is common for Duddeston and Bordesley railway station ,1
Legislature,Where is Benjamin Franklin Terry buried and US Route 59 has a junction,1
SkiResort,Which is the set in period of the Old Kingdom of Egypt,0
Person,Who is the person from the Peoples Republic of China that has the most century breaks,1
Family,In which companys boards does the founder of Bomis sit,0
SkiResort,What are the medication which start with the letter v,0
Country,What is the sexual orientation and sex or gender of Little Richard,1
Profession,Name the are where South side Elevated Railroad operate and has place of birth as Arthur A Ross ,1
RailwayLine,Who was Herbert von Karajan employed by when he was replaced by Paul van Kempen,0
SkiResort,Name the office holder with successor as Adrian A Basora and child as Lori Black ,0
CelestialBody,Who is the club manager for the team member known as Colin McDonald,0
Award,Who is the character of Book of Genesis whose daughter is Hezron,1
Agent,What sport amongst the one Lagos Preparatory School practices did Willian Garne play for,1
Profession,Hugh Hefner is editor of which magazine,1
Family,With what company is the service OneDrive associated,0
Media,Name the river with source as Shannon Pot and its mouth is located in Limerick,1
HistoricalSettlement,People who debuted from Houston Astros have played in which clubs,0
EducationalInstitution,What country participated in the Cuban Missile Crisis,1
SkiResort,What drug caused the death of Calvin Coolidge,0
PopulatedPlace,Where does Edvard Westermarck work His sister lives in Copenhagen,1
Location,What is  award received  from  Goodfellas  that is the subject of  63rd Academy Awards ,1
Location,Give me all Canadian Grunge record labels,1
Name,Who is the port city for narrative location of Twenty Thousand Leagues Under the Sea,0
University,who won by of honorary title of P H Newby ,0
CelestialBody,Which girl group starts with the letter v,0
Agent,Who is the film for screenwriter of Ang Lee,1
Place,Which dwarf elliptical galaxy for parent astronomical body of  Andromeda Galaxy,1
Surname,Which has wards of county seat of of Florian??polis ,0
Mineral,What is Esperantos song anthem ,0
TopicalConcept,Who is the spouse of the person who painted Glorious victory,0
Name,What is  the birthplace of Harald zur Hausen that has a partner city which is in Campo Grande,1
Agent,At what university did Newt Gingrich receive his Doctor of Philosophy degree,1
SkiResort,Name the writer  of Keplers laws of planetary motion,0
PublicService,Where is the member of citizenship for Raphael Lemkin,0
Street,Name the secular state with lowest exports whose permanent duplicated item is ERROR1,0
Place,What is the administrative body of Bilbao,1
